trialNum,numTeachers,numAssessments,numExamples,teacherMu,simType,IG
0,1,0,12,0.5,unsortedUncertainTeachers,41.45973746023549
0,1,0,12,0.5,sortedUncertainTeachers,41.459737460235516
0,1,0,12,0.5,unsortedPerfectTeachers,43.972881743044525
0,1,0,12,0.5,sortedPerfectTeachers,43.97288174304452
0,2,0,12,0.5,unsortedUncertainTeachers,41.45973746023547
0,2,0,12,0.5,sortedUncertainTeachers,41.45973746023547
0,2,0,12,0.5,unsortedPerfectTeachers,43.97288174304451
0,2,0,12,0.5,sortedPerfectTeachers,50.50705687834808
0,3,0,12,0.5,unsortedUncertainTeachers,41.459737460235466
0,3,0,12,0.5,sortedUncertainTeachers,41.459737460235466
0,3,0,12,0.5,unsortedPerfectTeachers,43.97288174304451
0,3,0,12,0.5,sortedPerfectTeachers,50.50705687834805
0,5,0,12,0.5,unsortedUncertainTeachers,41.45973746023547
0,5,0,12,0.5,sortedUncertainTeachers,41.459737460235466
0,5,0,12,0.5,unsortedPerfectTeachers,44.22419617132543
0,5,0,12,0.5,sortedPerfectTeachers,50.50705687834814
0,10,0,12,0.5,unsortedUncertainTeachers,41.45973746023547
0,10,0,12,0.5,sortedUncertainTeachers,41.459737460235466
0,10,0,12,0.5,unsortedPerfectTeachers,44.97813945616816
0,10,0,12,0.5,sortedPerfectTeachers,50.50705687834814
0,1,0,12,0.6,unsortedUncertainTeachers,58.972881743044624
0,1,0,12,0.6,sortedUncertainTeachers,58.972881743044624
0,1,0,12,0.6,unsortedPerfectTeachers,81.14146725045453
0,1,0,12,0.6,sortedPerfectTeachers,81.14146725045453
0,2,0,12,0.6,unsortedUncertainTeachers,58.97288174304468
0,2,0,12,0.6,sortedUncertainTeachers,58.97288174304468
0,2,0,12,0.6,unsortedPerfectTeachers,81.14146725045455
0,2,0,12,0.6,sortedPerfectTeachers,87.44258909961812
0,3,0,12,0.6,unsortedUncertainTeachers,58.97288174304468
0,3,0,12,0.6,sortedUncertainTeachers,58.97288174304468
0,3,0,12,0.6,unsortedPerfectTeachers,81.14146725045453
0,3,0,12,0.6,sortedPerfectTeachers,88.08744390478584
0,5,0,12,0.6,unsortedUncertainTeachers,58.97288174304468
0,5,0,12,0.6,sortedUncertainTeachers,58.972881743044674
0,5,0,12,0.6,unsortedPerfectTeachers,81.16814912922057
