trialNum,numTeachers,numAssessments,numExamples,teacherMu,simType,IG
0,1,0,12,0.5,unsortedUncertainTeachers,48.238120343333115
0,1,0,12,0.5,sortedUncertainTeachers,48.238120343333094
0,1,0,12,0.5,unsortedPerfectTeachers,52.510465624108505
0,1,0,12,0.5,sortedPerfectTeachers,52.5104656241085
0,2,0,12,0.5,unsortedUncertainTeachers,48.2381203433331
0,2,0,12,0.5,sortedUncertainTeachers,48.238120343333094
0,2,0,12,0.5,unsortedPerfectTeachers,52.510465624108505
0,2,0,12,0.5,sortedPerfectTeachers,59.29595518769297
0,3,0,12,0.5,unsortedUncertainTeachers,48.23812034333309
0,3,0,12,0.5,sortedUncertainTeachers,48.23812034333309
0,3,0,12,0.5,unsortedPerfectTeachers,52.51046562410849
0,3,0,12,0.5,sortedPerfectTeachers,59.29595518769294
0,5,0,12,0.5,unsortedUncertainTeachers,48.23812034333309
0,5,0,12,0.5,sortedUncertainTeachers,48.23812034333309
0,5,0,12,0.5,unsortedPerfectTeachers,52.5104656241085
0,5,0,12,0.5,sortedPerfectTeachers,59.29595518769298
0,10,0,12,0.5,unsortedUncertainTeachers,48.238120343333094
0,10,0,12,0.5,sortedUncertainTeachers,48.23812034333309
0,10,0,12,0.5,unsortedPerfectTeachers,53.01309448067031
0,10,0,12,0.5,sortedPerfectTeachers,59.295955187693004
0,1,0,12,0.6,unsortedUncertainTeachers,67.51046562410859
0,1,0,12,0.6,sortedUncertainTeachers,67.51046562410858
0,1,0,12,0.6,unsortedPerfectTeachers,91.43005536228064
0,1,0,12,0.6,sortedPerfectTeachers,91.43005536228065
0,2,0,12,0.6,unsortedUncertainTeachers,67.51046562410866
0,2,0,12,0.6,sortedUncertainTeachers,67.51046562410866
0,2,0,12,0.6,unsortedPerfectTeachers,91.43005536228065
0,2,0,12,0.6,sortedPerfectTeachers,99.80726677532495
0,3,0,12,0.6,unsortedUncertainTeachers,67.51046562410866
0,3,0,12,0.6,sortedUncertainTeachers,67.51046562410866
0,3,0,12,0.6,unsortedPerfectTeachers,91.43005536228067
0,3,0,12,0.6,sortedPerfectTeachers,99.22340958267026
0,5,0,12,0.6,unsortedUncertainTeachers,67.51046562410866
0,5,0,12,0.6,sortedUncertainTeachers,67.51046562410866
0,5,0,12,0.6,unsortedPerfectTeachers,91.97575963201687
0,5,0,12,0.6,sortedPerfectTeachers,100.59399070636427
0,10,0,12,0.6,unsortedUncertainTeachers,67.51046562410866
0,10,0,12,0.6,sortedUncertainTeachers,67.51046562410866
0,10,0,12,0.6,unsortedPerfectTeachers,92.90645002615429
0,10,0,12,0.6,sortedPerfectTeachers,101.02377925064468
0,1,0,12,0.7,unsortedUncertainTeachers,139.2699286988716
0,1,0,12,0.7,sortedUncertainTeachers,139.26992869887158
0,1,0,12,0.7,unsortedPerfectTeachers,159.2658060085652
0,1,0,12,0.7,sortedPerfectTeachers,159.26580600856528
0,2,0,12,0.7,unsortedUncertainTeachers,139.26992869887155
0,2,0,12,0.7,sortedUncertainTeachers,139.26992869887155
0,2,0,12,0.7,unsortedPerfectTeachers,159.26580600856516
0,2,0,12,0.7,sortedPerfectTeachers,165.77905950294584
0,3,0,12,0.7,unsortedUncertainTeachers,139.26992869887155
0,3,0,12,0.7,sortedUncertainTeachers,139.26992869887152
0,3,0,12,0.7,unsortedPerfectTeachers,159.26580600856514
0,3,0,12,0.7,sortedPerfectTeachers,167.8015317124046
0,5,0,12,0.7,unsortedUncertainTeachers,139.26992869887152
0,5,0,12,0.7,sortedUncertainTeachers,139.26992869887152
0,5,0,12,0.7,unsortedPerfectTeachers,159.26580600856514
0,5,0,12,0.7,sortedPerfectTeachers,168.6997573673566
0,10,0,12,0.7,unsortedUncertainTeachers,139.26992869887152
0,10,0,12,0.7,sortedUncertainTeachers,139.26992869887152
0,10,0,12,0.7,unsortedPerfectTeachers,159.5830428398856
0,10,0,12,0.7,sortedPerfectTeachers,169.2554154691262
0,1,0,12,0.8,unsortedUncertainTeachers,202.1229488657077
0,1,0,12,0.8,sortedUncertainTeachers,202.1229488657077
0,1,0,12,0.8,unsortedPerfectTeachers,271.1491066314114
0,1,0,12,0.8,sortedPerfectTeachers,271.1491066314116
0,2,0,12,0.8,unsortedUncertainTeachers,202.12294886570817
0,2,0,12,0.8,sortedUncertainTeachers,202.12294886570817
0,2,0,12,0.8,unsortedPerfectTeachers,271.14910663141103
0,2,0,12,0.8,sortedPerfectTeachers,277.7715760952965
0,3,0,12,0.8,unsortedUncertainTeachers,202.1229488657081
0,3,0,12,0.8,sortedUncertainTeachers,202.1229488657081
0,3,0,12,0.8,unsortedPerfectTeachers,271.14910663141103
0,3,0,12,0.8,sortedPerfectTeachers,279.9224173543795
0,5,0,12,0.8,unsortedUncertainTeachers,202.12294886570803
0,5,0,12,0.8,sortedUncertainTeachers,202.122948865708
0,5,0,12,0.8,unsortedPerfectTeachers,271.14910663141114
0,5,0,12,0.8,sortedPerfectTeachers,279.0367768359334
0,10,0,12,0.8,unsortedUncertainTeachers,202.12294886570797
0,10,0,12,0.8,sortedUncertainTeachers,202.122948865708
0,10,0,12,0.8,unsortedPerfectTeachers,271.17859695170745
0,10,0,12,0.8,sortedPerfectTeachers,280.3019775765705
0,1,0,12,0.9,unsortedUncertainTeachers,421.1491066314112
0,1,0,12,0.9,sortedUncertainTeachers,421.1491066314112
0,1,0,12,0.9,unsortedPerfectTeachers,421.1491066314112
0,1,0,12,0.9,sortedPerfectTeachers,421.14910663141114
0,2,0,12,0.9,unsortedUncertainTeachers,421.14910663141086
0,2,0,12,0.9,sortedUncertainTeachers,421.14910663141075
0,2,0,12,0.9,unsortedPerfectTeachers,421.14910663141086
0,2,0,12,0.9,sortedPerfectTeachers,421.1491066314108
0,3,0,12,0.9,unsortedUncertainTeachers,421.14910663141086
0,3,0,12,0.9,sortedUncertainTeachers,421.14910663141086
0,3,0,12,0.9,unsortedPerfectTeachers,421.14910663141086
0,3,0,12,0.9,sortedPerfectTeachers,421.14910663141086
0,5,0,12,0.9,unsortedUncertainTeachers,421.149106631411
0,5,0,12,0.9,sortedUncertainTeachers,421.149106631411
0,5,0,12,0.9,unsortedPerfectTeachers,421.149106631411
0,5,0,12,0.9,sortedPerfectTeachers,421.1491066314111
0,10,0,12,0.9,unsortedUncertainTeachers,421.149106631411
0,10,0,12,0.9,sortedUncertainTeachers,421.149106631411
0,10,0,12,0.9,unsortedPerfectTeachers,421.149106631411
0,10,0,12,0.9,sortedPerfectTeachers,421.14910663141103
0,1,1,11,0.5,unsortedUncertainTeachers,55.06400031884945
0,1,1,11,0.5,sortedUncertainTeachers,55.06400031884941
0,1,1,11,0.5,unsortedPerfectTeachers,55.06400031884945
0,1,1,11,0.5,sortedPerfectTeachers,55.0640003188494
0,2,1,11,0.5,unsortedUncertainTeachers,55.06400031884937
0,2,1,11,0.5,sortedUncertainTeachers,48.81439579296012
0,2,1,11,0.5,unsortedPerfectTeachers,55.06400031884937
0,2,1,11,0.5,sortedPerfectTeachers,60.67231880907922
0,3,1,11,0.5,unsortedUncertainTeachers,55.064000318849345
0,3,1,11,0.5,sortedUncertainTeachers,54.08544219836628
0,3,1,11,0.5,unsortedPerfectTeachers,55.064000318849345
0,3,1,11,0.5,sortedPerfectTeachers,62.40822691319799
0,5,1,11,0.5,unsortedUncertainTeachers,55.06400031884934
0,5,1,11,0.5,sortedUncertainTeachers,53.403172444539855
0,5,1,11,0.5,unsortedPerfectTeachers,55.06400031884934
0,5,1,11,0.5,sortedPerfectTeachers,63.075883876320596
0,10,1,11,0.5,unsortedUncertainTeachers,55.06400031884934
0,10,1,11,0.5,sortedUncertainTeachers,52.33979223377829
0,10,1,11,0.5,unsortedPerfectTeachers,55.32619217386379
0,10,1,11,0.5,sortedPerfectTeachers,63.61000944681868
0,1,1,11,0.6,unsortedUncertainTeachers,94.77057000356274
0,1,1,11,0.6,sortedUncertainTeachers,94.77057000356275
0,1,1,11,0.6,unsortedPerfectTeachers,94.77057000356274
0,1,1,11,0.6,sortedPerfectTeachers,94.77057000356277
0,2,1,11,0.6,unsortedUncertainTeachers,94.7705700035627
0,2,1,11,0.6,sortedUncertainTeachers,94.20271276878375
0,2,1,11,0.6,unsortedPerfectTeachers,94.7705700035627
0,2,1,11,0.6,sortedPerfectTeachers,100.81189352505007
0,3,1,11,0.6,unsortedUncertainTeachers,94.77057000356268
0,3,1,11,0.6,sortedUncertainTeachers,93.62003175582106
0,3,1,11,0.6,unsortedPerfectTeachers,94.77057000356268
0,3,1,11,0.6,sortedPerfectTeachers,102.58252085165255
0,5,1,11,0.6,unsortedUncertainTeachers,93.43049487656751
0,5,1,11,0.6,sortedUncertainTeachers,90.62683371415079
0,5,1,11,0.6,unsortedPerfectTeachers,94.77057000356267
0,5,1,11,0.6,sortedPerfectTeachers,102.5379859597607
0,10,1,11,0.6,unsortedUncertainTeachers,92.65003553750776
0,10,1,11,0.6,sortedUncertainTeachers,91.96276296618086
0,10,1,11,0.6,unsortedPerfectTeachers,94.94783030045228
0,10,1,11,0.6,sortedPerfectTeachers,102.98333487867902
